living_area,Count,MAE,MSE,R2,PRD,COD,PRB,Weighted Mean,Average Deviation
2951,1,20627.774472023826,425505079.66867787,,1.0,0.0,"{'PRB': 0.0, 'Sig': nan}",0.9558797000815217,0.0
2952,1,11554.540280895599,133507401.10283893,,1.0,0.0,"{'PRB': 0.0, 'Sig': nan}",0.9729154198631197,0.0
2954,1,67569.59541469312,4565650224.505318,,1.0,0.0,"{'PRB': 0.0, 'Sig': nan}",1.1254188756439596,0.0
2955,1,129938.10082415974,16883910045.789503,,1.0,0.0,"{'PRB': 0.0, 'Sig': nan}",0.7753191933039042,0.0
2957,2,39963.887184267776,2734921791.1432686,-40.16452660160512,1.0049048656864379,6.212118938855262,"{'PRB': -0.5468993024798648, 'Sig': nan}",0.9250281480188197,0.057745701232875646
2958,2,16980.523021251953,339369970.91781193,0.9626103014512261,0.9964878600012798,2.070704158304603,"{'PRB': 0.08350530688399427, 'Sig': nan}",0.9672039055388644,0.019957590591995644
2960,1,45482.09063201281,2068620568.2586277,,1.0,0.0,"{'PRB': 0.0, 'Sig': nan}",1.0761601793977849,0.0
2962,1,21784.407443304663,474560407.6559076,,1.0,0.0,"{'PRB': 0.0, 'Sig': nan}",1.0510098702695734,0.0
2963,2,50779.42883234992,4058609079.9778605,-0.6177764599409423,1.0001416212714658,9.812847500048756,"{'PRB': -47.14220310815814, 'Sig': nan}",1.080232436107889,0.10601657367726008
2964,3,33927.16901226066,2130688179.6167858,0.0771348736521087,0.9991648523340257,7.780950388219485,"{'PRB': 0.29111594673333835, 'Sig': 0.8712263547750121}",1.0537571437049946,0.07892597763472424
2966,1,138582.11494152748,19205002581.666737,,1.0,0.0,"{'PRB': 0.0, 'Sig': nan}",1.3355500084991718,0.0
2967,2,30509.44316931945,955204017.7295876,0.21997420368725695,1.0098979864497697,6.835015333700008,"{'PRB': -0.3281195267749166, 'Sig': nan}",1.0108084602417104,0.06977275437905406
2968,1,66651.3918629128,4442408037.263559,,1.0,0.0,"{'PRB': 0.0, 'Sig': nan}",1.1894223274433176,0.0
2970,2,37327.39074760993,1438564591.657241,-5.130113761993038,1.0087102678558075,12.13509463216082,"{'PRB': -1.1800883423799462, 'Sig': nan}",0.9782555079244415,0.11974624696622277
2971,1,58431.3640292366,3414224302.3171654,,1.0,0.0,"{'PRB': 0.0, 'Sig': nan}",0.9133304174982021,0.0
