,prop_id,legal_acreage,living_area,imprv_det_quality_cd,tax_area_description,sl_price,effective_year_built,imprv_type_cd,base_area,actual_year_built,prop_val_yr,sup_num,sum_us_area,total_porch_area,total_garage_area,effective_age,actual_age,has_canal,has_lake,number_of_baths,MISC_Val,Assessment_Val,landiness,CENTROID_X,CENTROID_Y,geo_id,Market_Cluster_ID,in_subdivision,percent_good,ALACHUA,ARCHER,GAINESVILLE,HAWTHORNE,HIGH_SPRINGS,LACROSSE,MICANOPY,NEWBERRY,ST_JOHNS,SUWANNEE,WALDO,Alachua_Main,Archer,Buck_Bay,CarolEstates,Duck_Pond,EastGNV,EastMidtownEastA,Gainesvilleish_Region,Golfview,HSBUI,HaileLike,Hawthorne,HighSpringsAGNV,HighSprings_A,HighSprings_B,HighSprings_E,HighSprings_F,High_Springs_Main,Ironwood,Jonesville,Lincoln_Estates,Lugano,MidtownEast_A,MidtownEast_B,MidtownEast_C,MidtownEast_D,Newmans_Lake,QuailCreekish,Real_Tioga,Springtree_A,Springtree_B,SummerCreek,TC_Forest,Tioga_A,Tioga_B,Turkey_Creek,WaldoRural_A,WaldoRural_C,Westchesterish,WildsPlantation,swNewberry_A,swNewberry_B,predicted_log_Assessment_Val,predicted_Assessment_Val,predicted_Market_Val,Market_Residual,Assessment_Residual,AbsV_Market_Residual,AbsV_Assessment_Residual,sale_ratio
6390,22824,1.47,2171,3.0,SUWANNEE,343000,1999,100,2171.0,1972,2024,0,0.0,224.0,639.0,24,51,0,0,2.0,12075,279474.99999999994,1.7780071693662323,-82.45965,29.630156,04427-100-006,Tioga_B,True,0.76,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,12.871705594664498,389144.3349033159,401219.3349033159,58219.334903315874,109669.33490331593,58219.334903315874,109669.33490331593,1.169735670272058
6433,60894,0.54,3733,5.0,ST. JOHN'S,1275000,2003,100,3120.5,1995,2024,0,612.0,709.5,1090.0,20,28,0,0,4.0,27572,1056178.0,0.6531454907875957,-82.440967,29.610936,06860-261-007,HaileLike,True,0.8,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,13.493736124262691,724861.6762559294,752433.6762559294,-522566.3237440706,-331316.3237440706,522566.3237440706,331316.3237440706,0.5901440598085721
6609,65773,1.03,2464,4.0,ST. JOHN'S,349500,1978,100,2464.0,1970,2022,0,0.0,221.0,675.0,30,51,0,0,2.0,14959,282116.0,1.2458145472430064,-82.367285,29.589109,07146-100-004,HighSprings_A,True,0.7,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,12.84493254915196,378863.9880792968,393822.9880792968,44322.988079296774,96747.98807929677,44322.988079296774,96747.98807929677,1.1268182777662283
6616,81607,0.24,1331,3.0,GAINESVILLE,159100,1975,100,1100.0,1958,2022,0,0.0,255.0,0.0,30,63,0,0,2.0,2185,133050.0,0.2902868847944869,-82.310769,29.664003,10572-023-000,MidtownEast_C,True,0.7,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,12.145909161375595,188322.1165180561,190507.1165180561,31407.116518056107,55272.11651805611,31407.116518056107,55272.11651805611,1.1974048806917417
6634,30883,0.06,1327,3.0,GAINESVILLE,173300,2004,100,1326.5,1999,2022,0,0.0,13.5,434.0,17,22,0,0,2.0,224,147081.0,0.07257172119862172,-82.393795,29.724788,06006-063-052,QuailCreekish,True,0.83,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,12.285490542113237,216531.3332137214,216755.3332137214,43455.3332137214,69450.3332137214,43455.3332137214,69450.3332137214,1.2507520670151264
6640,99817,0.57,2232,3.0,SUWANNEE,908000,1992,100,2232.0,1979,2022,0,0.0,112.0,702.0,29,42,0,1,2.0,2783,769017.0,0.6894313513869064,-82.097003,29.761893,18396-022-000,WaldoRural_C,True,0.71,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,12.758729919529337,347572.9741620942,350355.9741620942,-557644.0258379058,-421444.0258379058,557644.0258379058,421444.0258379058,0.3858545970948174
6695,50297,0.83,3336,4.0,GAINESVILLE,679000,2014,100,2296.0,1967,2024,0,919.0,121.0,0.0,9,56,0,1,2.5,33208,543942.0,1.0039088099142672,-82.390574,29.649549,06537-020-000,HighSpringsAGNV,True,0.91,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,13.575273165581528,786441.1437677896,819649.1437677896,140649.1437677896,242499.1437677896,140649.1437677896,242499.1437677896,1.2071415961234016
6725,59251,0.2,2267,4.0,ST. JOHN'S,363400,2003,100,2267.0,2003,2022,0,0.0,218.0,483.0,18,18,0,0,2.0,1480,307410.0,0.2419057373287391,-82.429166,29.607587,06858-020-122,HighSprings_F,True,0.8200000000000001,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,12.928671243328559,411955.7597541328,413435.7597541328,50035.75975413283,104545.75975413283,50035.75975413283,104545.75975413283,1.1376878364175367
6744,92300,0.2,1188,3.0,GAINESVILLE,123600,1983,100,1188.0,1961,2022,0,0.0,0.0,0.0,30,60,0,0,1.0,224,104836.0,0.2419057373287391,-82.302622,29.63908,16106-122-000,Lincoln_Estates,True,0.7,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,11.809977564926156,134588.54181924608,134812.54181924608,11212.541819246078,29752.54181924608,11212.541819246078,29752.54181924608,1.0907163577608907
6755,14859,0.21,1096,3.0,ALACHUA,132500,1982,100,1096.0,1935,2023,0,0.0,96.0,0.0,30,87,0,0,2.0,669,111956.00000000001,0.25400102419517606,-82.500018,29.787531,03828-000-000,Alachua_Main,True,0.7,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,11.938068319440813,152980.89441012155,153649.89441012155,21149.894410121546,41024.89441012153,21149.894410121546,41024.89441012153,1.1596218446046909
6799,97674,2.2,1778,3.0,ST. JOHN'S,164000,1971,100,1638.0,1940,2023,0,0.0,210.0,0.0,30,82,0,0,1.5,1641,137759.0,2.6609631106161307,-82.244909,29.668919,17770-000-000,Newmans_Lake,False,0.7,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,12.169710646765957,192858.23161721436,194499.23161721436,30499.231617214362,55099.23161721436,30499.231617214362,55099.23161721436,1.1859709244952095
6842,7370,1.71,1228,3.0,SUWANNEE,200800,2010,100,996.0,1929,2022,0,0.0,358.0,0.0,11,92,0,0,1.0,1831,168849.0,2.068294054160719,-82.583507,29.676755,01864-000-000,Jonesville,False,0.89,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,12.396255391544802,241894.1206790516,243725.1206790516,42925.120679051586,73045.12067905159,42925.120679051586,73045.12067905159,1.2137705213100178
6937,46803,0.43,1528,3.0,GAINESVILLE,236100,1980,100,1528.0,1978,2023,0,0.0,66.0,575.0,30,44,0,0,2.0,2331,198354.0,0.520097335256789,-82.381109,29.659887,06388-017-000,HighSpringsAGNV,True,0.7,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,12.46448440995012,258974.37820793968,261305.37820793968,25205.378207939677,60620.37820793968,25205.378207939677,60620.37820793968,1.1067572139260469
